Año,Departamento,Institución,Matrícula_Inicial,Matrícula_Final,Tasa_Deserción,Causa_Probable,Estrato_Promedio,Distancia_Promedio_Km
2022,Chocó,Guerra Ltd Rural,73,59,0.181,Migración,1.4,5.17
2021,Meta,Camacho-Gonzalez Rural,211,186,0.115,Trabajo infantil,2.3,2.33
2023,Amazonas,Kim-Jackson Rural,120,117,0.024,Económica,2.2,5.42
2023,Meta,Molina Group Rural,238,211,0.111,Acceso,2.4,1.02
2022,Casanare,King and Sons Rural,274,261,0.045,Económica,2.2,1.63
2022,Guaviare,"Browning, King and Fisher Rural",66,61,0.07,Trabajo infantil,1.6,8.74
2024,Putumayo,Matthews Ltd Rural,166,153,0.073,Económica,2.1,1.68
2021,Meta,"Cannon, Parks and Frazier Rural",252,240,0.045,Migración,1.0,2.35
2021,Chocó,Mccoy Inc Rural,130,115,0.111,Otro,1.1,7.99
2021,Nariño,Estes PLC Rural,182,170,0.064,Migración,2.3,4.07
2023,Putumayo,Martin-Le Rural,165,150,0.088,Acceso,2.3,9.33
2021,Chocó,"Conrad, Nelson and Garrett Rural",94,87,0.073,Otro,2.2,5.59
2022,Nariño,Brown-Smith Rural,71,62,0.124,Acceso,1.6,1.25
2023,Casanare,"Watkins, Price and Velasquez Rural",291,256,0.12,Otro,1.3,1.44
2020,Guaviare,Castillo-Simmons Rural,215,196,0.085,Otro,1.9,1.53
2020,Meta,"Jordan, Castaneda and Reese Rural",100,87,0.127,Trabajo infantil,2.1,6.94
2021,Amazonas,"Odom, Frazier and Evans Rural",152,127,0.161,Otro,1.6,0.82
2022,La Guajira,Davis-Cain Rural,72,72,0.0,Trabajo infantil,1.3,0.49
2024,Cauca,Nelson and Sons Rural,53,49,0.071,Otro,1.7,3.33
2023,Meta,Adams-Lee Rural,80,75,0.053,Migración,2.1,1.36
2021,Chocó,"Webb, Cochran and Jones Rural",123,114,0.067,Acceso,1.6,11.95
2023,Nariño,Bradford Inc Rural,203,203,0.0,Migración,2.5,7.15
2022,Nariño,Lee Inc Rural,157,157,0.0,Migración,1.6,0.84
2021,Amazonas,Herrera PLC Rural,124,124,0.0,Trabajo infantil,1.4,4.54
2023,Nariño,Ruiz and Sons Rural,144,133,0.075,Otro,2.0,38.62
2023,Cauca,Church-Faulkner Rural,52,48,0.074,Acceso,1.2,8.79
2022,Casanare,Ross PLC Rural,225,186,0.169,Migración,2.1,0.94
2023,Chocó,Ortiz-Baker Rural,68,60,0.107,Económica,1.8,4.77
2020,Putumayo,"Reyes, Mccoy and Melton Rural",288,288,0.0,Migración,1.7,12.07
2022,Amazonas,"Briggs, Brown and Wang Rural",51,44,0.125,Trabajo infantil,1.8,0.26
2023,Chocó,Powell-Osborn Rural,300,211,0.296,Acceso,2.0,0.18
2021,Guaviare,Miller LLC Rural,60,60,0.0,Otro,1.3,9.14
2021,Guaviare,Martin Group Rural,176,143,0.186,Trabajo infantil,2.3,0.88
2021,Cauca,Sullivan Group Rural,131,118,0.098,Otro,1.6,1.36
2022,Cauca,"Brown, Rogers and Mcgee Rural",130,119,0.079,Económica,2.5,0.25
2023,Chocó,King-Palmer Rural,241,223,0.072,Trabajo infantil,2.4,4.69
2022,Chocó,Riley-Soto Rural,206,182,0.116,Trabajo infantil,1.8,1.65
2023,La Guajira,Ward Inc Rural,130,119,0.079,Acceso,2.1,8.08
2021,Guaviare,Nguyen and Sons Rural,268,256,0.043,Acceso,1.1,2.49
2021,Amazonas,Hart Inc Rural,108,100,0.073,Migración,1.1,7.41
2022,La Guajira,"Moss, Wilson and Anderson Rural",230,202,0.118,Acceso,1.7,1.35
2023,Amazonas,Rose-Martinez Rural,163,141,0.134,Trabajo infantil,2.5,13.24
2024,Meta,Wise and Sons Rural,167,134,0.192,Acceso,1.2,2.45
2021,Cauca,Martinez-Perez Rural,139,124,0.105,Económica,1.3,7.46
2022,La Guajira,Jackson Inc Rural,263,219,0.165,Migración,2.1,1.34
2022,Nariño,"Mclaughlin, Campbell and Rios Rural",199,181,0.09,Económica,1.8,16.28
2024,La Guajira,Howard Group Rural,156,140,0.097,Económica,1.4,5.51
2023,Cauca,Roberts-Carson Rural,277,250,0.094,Trabajo infantil,1.0,4.73
2020,Casanare,Brown PLC Rural,145,128,0.111,Otro,2.4,5.67
2020,Putumayo,Miller and Sons Rural,89,76,0.143,Económica,1.1,14.7
2023,Meta,Orozco LLC Rural,210,193,0.077,Trabajo infantil,1.9,10.81
2020,Putumayo,Martin-Scott Rural,298,281,0.056,Económica,2.0,1.65
2023,Putumayo,Perez-Nolan Rural,292,248,0.148,Otro,1.2,16.53
2020,Chocó,Wright Ltd Rural,132,112,0.144,Económica,2.1,23.08
2024,Casanare,"Fisher, Cox and Gonzales Rural",73,60,0.174,Acceso,1.4,1.87
2021,Casanare,Ferguson-Davis Rural,72,66,0.07,Económica,2.3,2.92
2021,Casanare,"Mejia, Harris and Stafford Rural",249,226,0.089,Acceso,1.4,1.51
2021,Cauca,Smith Group Rural,126,107,0.15,Acceso,2.2,13.7
2022,La Guajira,Lopez PLC Rural,141,130,0.077,Económica,2.2,1.03
2024,Nariño,"Taylor, Smith and Rogers Rural",175,151,0.132,Acceso,2.3,0.32
2023,Chocó,Kirby Inc Rural,194,176,0.09,Otro,1.6,0.48
2023,Putumayo,Fitzgerald Ltd Rural,207,182,0.116,Migración,1.7,0.82
2023,Cauca,Jones Group Rural,60,57,0.043,Otro,1.5,17.22
2023,Nariño,Mitchell PLC Rural,215,192,0.104,Migración,2.4,1.42
2024,Guaviare,"Turner, Barnes and Patel Rural",71,71,0.0,Trabajo infantil,1.7,3.18
2020,Meta,Cooper-Howell Rural,126,105,0.16,Migración,2.5,7.01
2022,Nariño,"Walls, Russell and Anderson Rural",183,157,0.139,Acceso,1.4,4.31
2020,Guaviare,Hebert LLC Rural,69,65,0.053,Económica,1.8,2.57
2024,Casanare,"Davis, Torres and Coleman Rural",155,126,0.187,Económica,1.7,10.8
2024,Chocó,"Mcfarland, Fox and Holt Rural",140,118,0.157,Trabajo infantil,1.9,1.58
2024,Amazonas,Mejia-Rodriguez Rural,79,75,0.045,Acceso,1.3,1.06
2021,Casanare,Summers and Sons Rural,61,56,0.074,Económica,1.6,2.81
2022,Putumayo,Williams-Rodriguez Rural,200,190,0.047,Acceso,2.1,8.89
2023,Chocó,"Jones, Smith and George Rural",137,120,0.118,Migración,1.3,3.79
2020,Chocó,"Lopez, Hopkins and Donovan Rural",273,253,0.071,Económica,1.7,1.7
2020,Amazonas,Matthews Inc Rural,151,150,0.004,Económica,1.0,4.53
2023,Meta,Paul-Marshall Rural,227,204,0.097,Acceso,2.3,2.84
2024,Meta,"Jensen, Bowman and Clark Rural",127,108,0.146,Otro,2.2,2.11
2024,Putumayo,Hampton and Sons Rural,226,202,0.105,Acceso,2.2,6.6
2020,La Guajira,"Williams, Hill and Berry Rural",84,73,0.127,Económica,1.3,8.6
2020,Nariño,Haas PLC Rural,269,239,0.11,Económica,1.3,4.18
2021,Nariño,"Johnson, Allison and Dunn Rural",161,138,0.137,Otro,1.3,2.55
2022,Meta,Atkins PLC Rural,87,77,0.114,Acceso,1.6,1.98
2020,La Guajira,Hickman Group Rural,281,254,0.094,Migración,2.1,4.3
2023,Meta,"Robinson, Richardson and Carroll Rural",170,152,0.105,Económica,2.3,3.12
2024,Nariño,Tucker and Sons Rural,101,83,0.176,Trabajo infantil,1.9,0.16
2023,Amazonas,Nunez-Page Rural,135,117,0.13,Económica,1.2,5.38
2023,Casanare,"Bonilla, Fernandez and Salazar Rural",267,253,0.052,Acceso,2.1,0.95
2024,Guaviare,"Smith, Bailey and Craig Rural",124,111,0.104,Económica,1.7,4.2
2023,Guaviare,Santos-Newton Rural,201,177,0.117,Otro,2.4,8.54
2023,Nariño,Montgomery-Carney Rural,232,210,0.092,Económica,1.8,20.54
2023,Putumayo,Reilly Ltd Rural,191,190,0.005,Económica,1.4,0.26
2023,Meta,Reyes Ltd Rural,79,74,0.057,Acceso,1.9,0.27
2022,Meta,"Allen, Jarvis and Hill Rural",228,209,0.079,Acceso,1.0,1.28
2022,Nariño,Ortega-Vargas Rural,170,137,0.194,Trabajo infantil,1.7,4.76
2024,Nariño,Mullen-Wilson Rural,200,175,0.124,Trabajo infantil,2.4,2.23
2023,La Guajira,Soto-Campbell Rural,276,269,0.023,Trabajo infantil,2.1,8.67
2023,Casanare,Joseph Ltd Rural,263,238,0.095,Trabajo infantil,2.2,2.16
2021,Nariño,Knox-Yoder Rural,122,101,0.166,Económica,2.0,2.25
2021,La Guajira,Jimenez-Meadows Rural,101,93,0.071,Migración,1.9,1.17
2020,Casanare,Schmidt-Harper Rural,291,246,0.152,Acceso,1.5,0.44
2021,Guaviare,Barton-Jones Rural,62,60,0.024,Económica,1.5,9.19
2022,Putumayo,Huerta LLC Rural,223,223,0.0,Migración,1.3,1.25
2024,Amazonas,Hodges-Leon Rural,256,215,0.16,Económica,1.5,8.68
2020,Nariño,"Jones, Martinez and Bryant Rural",80,73,0.077,Otro,1.3,2.43
2022,Putumayo,"Rivera, Gray and Allen Rural",250,248,0.007,Trabajo infantil,2.2,13.48
2024,Chocó,Phillips Group Rural,279,256,0.081,Migración,2.3,0.63
2024,Cauca,Campos-Fox Rural,230,204,0.11,Económica,2.4,3.79
2023,Meta,Peters and Sons Rural,296,259,0.122,Económica,2.5,0.17
2024,Cauca,Rogers-Atkinson Rural,260,260,0.0,Otro,1.1,0.88
2020,La Guajira,Trevino-Shannon Rural,211,196,0.067,Económica,2.3,5.34
2022,La Guajira,"Hughes, Mason and Hernandez Rural",236,211,0.103,Trabajo infantil,2.1,6.27
2024,Meta,Smith LLC Rural,237,208,0.122,Económica,1.2,0.35
2022,Putumayo,Smith PLC Rural,259,245,0.052,Migración,1.2,4.74
2021,Meta,Davis-Larsen Rural,298,271,0.09,Acceso,2.2,13.94
2020,Nariño,Blevins-Bryant Rural,263,244,0.071,Acceso,1.5,2.19
2024,La Guajira,Avery-Smith Rural,71,63,0.111,Trabajo infantil,1.6,4.0
2023,Putumayo,Gonzalez-Cortez Rural,211,177,0.158,Migración,1.2,8.43
2024,Casanare,Hall LLC Rural,251,230,0.083,Migración,1.2,4.73
2023,Casanare,Serrano-Adams Rural,285,276,0.031,Acceso,2.3,0.56
2024,Putumayo,Fritz Group Rural,291,272,0.065,Económica,1.7,2.19
2020,Guaviare,Baldwin-Garcia Rural,291,236,0.187,Económica,1.1,5.37
2022,Casanare,"Gonzalez, Day and Owens Rural",247,232,0.057,Migración,1.7,0.36
2023,Amazonas,Barber-Adkins Rural,219,210,0.04,Migración,2.4,0.85
2020,Guaviare,Stewart Ltd Rural,299,275,0.08,Trabajo infantil,1.6,8.78
2024,Chocó,"Lewis, Lewis and Garner Rural",234,211,0.095,Trabajo infantil,2.4,0.92
2020,Chocó,Coleman-Harper Rural,280,259,0.074,Otro,1.9,10.57
2021,Casanare,Acevedo-Barnes Rural,164,160,0.024,Migración,2.3,3.49
2024,Meta,Romero and Sons Rural,228,201,0.116,Trabajo infantil,2.3,6.57
2023,Nariño,"Perkins, Wright and Wu Rural",275,244,0.111,Trabajo infantil,1.1,4.97
2024,Putumayo,Chan Inc Rural,149,128,0.135,Migración,1.8,2.58
2024,Chocó,May-Cortez Rural,104,92,0.11,Económica,1.8,5.66
2022,Guaviare,Cochran-Ingram Rural,137,112,0.182,Migración,1.0,2.8
2024,Chocó,"Stewart, Brooks and Stevens Rural",111,95,0.139,Trabajo infantil,2.1,0.79
2024,Cauca,Jones-Rose Rural,237,206,0.128,Económica,2.3,8.95
2022,Guaviare,Moore Inc Rural,140,117,0.16,Económica,1.1,2.82
2020,Meta,Frye Inc Rural,126,112,0.107,Otro,2.1,2.38
2023,Putumayo,"Gonzalez, Coleman and Brown Rural",110,99,0.091,Otro,1.8,9.3
2024,Nariño,Garrett-Dawson Rural,139,123,0.115,Trabajo infantil,1.4,3.31
2024,La Guajira,"Miller, Mitchell and Hansen Rural",232,231,0.002,Acceso,1.8,4.26
2021,Cauca,Mcdaniel LLC Rural,133,118,0.107,Otro,1.9,1.97
2022,Meta,Young and Sons Rural,75,67,0.095,Migración,2.1,6.52
2023,Cauca,Flores Group Rural,73,64,0.121,Económica,1.6,2.12
2021,Meta,Davis Group Rural,104,88,0.152,Acceso,1.1,14.66
2024,Casanare,"Hall, White and Ruiz Rural",200,174,0.129,Otro,1.8,2.56
2023,Chocó,"Brown, Bradford and Murphy Rural",199,186,0.065,Acceso,2.0,23.19
2023,Meta,Stewart LLC Rural,237,203,0.143,Acceso,2.2,0.13
2021,Guaviare,Reyes Inc Rural,82,67,0.182,Acceso,2.1,5.82
2021,Guaviare,"Johnson, Berry and Scott Rural",270,228,0.154,Otro,1.2,0.64
2021,Meta,Murphy PLC Rural,171,165,0.035,Económica,2.1,1.84
2024,Putumayo,Marsh LLC Rural,285,248,0.129,Económica,1.9,3.95
2023,Cauca,"Martinez, Hall and Todd Rural",80,76,0.042,Trabajo infantil,1.9,0.94
2020,Guaviare,Rogers and Sons Rural,89,81,0.086,Económica,1.6,2.71
2022,Chocó,Morgan LLC Rural,125,110,0.119,Acceso,1.0,0.44
2021,La Guajira,Obrien-Mullen Rural,250,221,0.113,Otro,1.6,2.5
2022,Chocó,Smith-Guerrero Rural,105,89,0.152,Migración,2.2,0.89
2023,Amazonas,Perez and Sons Rural,81,66,0.183,Otro,1.5,1.33
2020,Casanare,"Tucker, Jones and Smith Rural",173,151,0.125,Otro,1.5,13.05
2023,Putumayo,"Clayton, Ryan and Rowe Rural",250,229,0.082,Acceso,1.7,2.72
2024,La Guajira,Graham-Roth Rural,245,243,0.005,Migración,1.8,0.15
2023,Meta,Brown Group Rural,220,183,0.166,Acceso,1.2,4.38
2022,Cauca,Walters PLC Rural,254,229,0.096,Otro,2.0,4.44
2023,Casanare,"Price, Foster and Smith Rural",109,98,0.098,Acceso,1.5,2.53
2020,Meta,Jackson Inc Rural,238,213,0.102,Trabajo infantil,2.0,1.61
2021,Amazonas,Baker LLC Rural,196,172,0.122,Trabajo infantil,1.8,6.18
2020,Guaviare,Kelly-Wilcox Rural,71,62,0.124,Migración,2.4,2.35
2024,Amazonas,"Perkins, Krueger and Houston Rural",295,269,0.087,Otro,1.8,3.99
2023,Guaviare,"Irwin, Herrera and Baker Rural",279,252,0.095,Económica,1.2,8.93
2024,La Guajira,Tucker and Sons Rural,296,275,0.07,Económica,1.4,8.19
2021,Nariño,"Williamson, Cole and Gonzales Rural",262,244,0.065,Otro,1.7,8.5
2024,Putumayo,Allen-Martinez Rural,152,142,0.064,Otro,1.1,13.32
2020,Putumayo,Rice-Smith Rural,161,145,0.094,Migración,1.6,2.06
2024,Putumayo,Byrd-Woods Rural,147,138,0.055,Trabajo infantil,1.1,10.23
2020,Guaviare,Espinoza Ltd Rural,93,93,0.0,Trabajo infantil,1.2,2.04
2022,Cauca,"Lane, Harrington and Petersen Rural",89,81,0.081,Trabajo infantil,2.4,2.51
2021,Amazonas,Smith-Aguilar Rural,207,199,0.038,Trabajo infantil,1.3,4.24
2020,Chocó,"Aguirre, Costa and Jenkins Rural",149,133,0.105,Económica,1.5,8.18
2023,Putumayo,Barnes-Munoz Rural,116,107,0.07,Acceso,2.4,0.81
2020,Amazonas,"Tanner, Li and Wagner Rural",101,88,0.123,Migración,2.1,1.56
2024,Nariño,"Webster, Collier and Higgins Rural",176,168,0.042,Otro,2.1,5.69
2023,Cauca,"Allison, Valenzuela and Howe Rural",118,116,0.012,Económica,1.5,0.29
2024,Casanare,Berry-Evans Rural,66,59,0.095,Acceso,1.0,5.97
2021,Amazonas,Grant-Martin Rural,118,108,0.079,Otro,2.4,1.07
2020,Nariño,"Watts, Griffith and Larson Rural",245,236,0.034,Otro,2.0,10.86
2021,Chocó,Goodman PLC Rural,195,167,0.139,Acceso,1.7,11.3
2024,Nariño,Valdez and Sons Rural,250,237,0.05,Migración,1.6,2.65
2021,Nariño,Hickman PLC Rural,187,175,0.062,Acceso,2.4,1.38
2024,Meta,"Ray, Valentine and Ruiz Rural",60,51,0.149,Económica,2.2,5.59
2024,Chocó,Bennett-Miles Rural,217,189,0.126,Migración,1.0,8.7
2023,Chocó,"Henderson, Bailey and Elliott Rural",203,193,0.045,Trabajo infantil,2.3,6.7
2023,Putumayo,"Keller, Thompson and Crawford Rural",265,243,0.083,Migración,1.9,2.24
2024,Chocó,Macias Inc Rural,61,58,0.04,Migración,2.1,0.42
2024,Cauca,Myers and Sons Rural,126,107,0.145,Económica,1.6,24.52
2020,La Guajira,Hampton LLC Rural,235,200,0.145,Otro,2.5,10.05
2023,Nariño,Andrews Group Rural,206,166,0.191,Otro,2.4,1.71
2022,Putumayo,Smith-Miller Rural,212,166,0.214,Trabajo infantil,2.5,2.65
2023,Chocó,"Wheeler, Hamilton and Williams Rural",112,104,0.069,Trabajo infantil,1.5,2.79
2023,Putumayo,Archer and Sons Rural,54,46,0.136,Migración,2.0,9.5
2020,Meta,Perez-Garcia Rural,51,50,0.006,Económica,2.0,1.13
2023,Guaviare,Martinez and Sons Rural,279,248,0.109,Acceso,2.1,8.67
2024,Cauca,Cardenas Inc Rural,251,220,0.121,Económica,1.8,4.06
2023,Cauca,Johnson PLC Rural,140,132,0.052,Acceso,2.2,7.25
2022,Casanare,"Ray, Turner and Mann Rural",95,88,0.066,Económica,1.2,1.46
2022,Nariño,Smith-Edwards Rural,163,139,0.145,Económica,1.3,1.96
2020,Chocó,"Jenkins, Shaw and Blevins Rural",224,196,0.123,Trabajo infantil,1.3,5.64
2024,Chocó,"Rivers, Parks and Smith Rural",256,209,0.183,Migración,1.4,5.74
2023,Putumayo,Shelton-Hill Rural,59,48,0.176,Trabajo infantil,1.7,4.28
2024,Nariño,Leach LLC Rural,51,50,0.017,Migración,2.5,7.32
2023,Cauca,"Saunders, Levine and Hoffman Rural",272,251,0.074,Trabajo infantil,1.9,1.28
2023,La Guajira,"Roy, Weaver and Jones Rural",191,182,0.047,Migración,2.0,4.91
2024,La Guajira,Johnson and Sons Rural,66,56,0.138,Otro,1.2,6.87
2020,La Guajira,"Smith, Hernandez and Harrell Rural",116,102,0.114,Otro,2.3,9.47
2024,Chocó,"Stone, Ramirez and Wilson Rural",99,93,0.051,Económica,2.5,0.23
2024,Chocó,"Harrison, Perkins and Moreno Rural",224,211,0.058,Otro,2.3,3.26
2020,Casanare,"Collins, Snyder and Gomez Rural",214,179,0.162,Económica,2.3,13.22
2022,Casanare,"Velazquez, Ward and Lopez Rural",266,244,0.079,Acceso,1.4,0.07
2024,Meta,Lewis-Sanders Rural,176,176,0.0,Trabajo infantil,1.8,0.43
2020,Nariño,"Gonzales, Chavez and Wells Rural",62,59,0.046,Trabajo infantil,2.4,3.97
2024,Meta,"Holden, Thomas and Lang Rural",130,104,0.196,Económica,1.6,0.96
2022,Cauca,Pittman-Hall Rural,275,233,0.15,Otro,2.2,16.81
2021,Casanare,Fletcher-Phillips Rural,295,284,0.037,Económica,2.4,0.26
2021,La Guajira,Barker Group Rural,134,119,0.109,Trabajo infantil,1.1,4.15
2020,Amazonas,"Dorsey, Smith and Mora Rural",172,146,0.147,Acceso,2.2,3.47
2024,Putumayo,Davis LLC Rural,265,260,0.017,Trabajo infantil,1.4,12.46
2023,Nariño,Parsons-Williams Rural,295,249,0.153,Trabajo infantil,2.2,2.61
2022,Guaviare,"Anderson, Castro and Rodriguez Rural",253,222,0.122,Migración,2.4,1.74
2024,Meta,Davis and Sons Rural,245,229,0.063,Económica,1.9,3.73
2024,Cauca,"Ramirez, Cook and Brooks Rural",71,61,0.13,Económica,2.4,7.86
2023,Putumayo,Thomas-Cline Rural,277,245,0.115,Económica,2.2,5.64
2020,Meta,Boyer Group Rural,64,56,0.118,Trabajo infantil,1.9,1.75
2023,Cauca,Thompson-Andrews Rural,76,67,0.107,Económica,1.8,0.01
2022,Casanare,Hernandez-Moore Rural,152,143,0.056,Económica,1.9,5.42
2023,Nariño,White-Foster Rural,271,253,0.064,Otro,2.2,5.02
2024,Amazonas,"Caldwell, Lewis and Larson Rural",166,151,0.088,Acceso,1.7,6.52
2023,Cauca,Bautista-Rodriguez Rural,136,122,0.102,Económica,1.7,1.95
2022,Nariño,"Thomas, Morgan and Morse Rural",77,66,0.133,Económica,1.0,2.1
2020,Nariño,"Hess, Maldonado and Decker Rural",281,225,0.197,Otro,1.2,0.72
2024,Chocó,"Brown, Sullivan and Jackson Rural",140,124,0.112,Acceso,1.7,0.55
2024,Meta,Taylor and Sons Rural,97,84,0.132,Migración,1.2,2.57
2020,Amazonas,"Jenkins, Rose and Diaz Rural",82,70,0.144,Trabajo infantil,1.9,0.63
2024,Putumayo,Nguyen-West Rural,129,111,0.136,Otro,2.3,0.0
2021,La Guajira,"Sawyer, Salas and Clark Rural",170,160,0.054,Trabajo infantil,1.9,1.47
2022,Putumayo,Cameron-Mata Rural,298,247,0.168,Económica,1.8,0.06
2021,Amazonas,Cruz-Mejia Rural,110,92,0.159,Otro,2.2,15.81
2024,Amazonas,Lam PLC Rural,158,141,0.107,Trabajo infantil,1.3,4.17
2021,Nariño,"Brown, Cordova and Davis Rural",251,236,0.057,Económica,1.5,3.98
2023,Meta,Anderson Inc Rural,203,182,0.102,Trabajo infantil,2.3,2.39
2024,Putumayo,Ramirez-Martin Rural,207,202,0.022,Trabajo infantil,1.6,1.37
2021,Cauca,Henry-Bruce Rural,166,136,0.175,Económica,1.7,0.5
2020,Nariño,Armstrong-Wheeler Rural,227,211,0.069,Migración,1.7,0.97
2021,Nariño,Ortiz-Simmons Rural,173,158,0.086,Trabajo infantil,2.2,21.85
2023,Nariño,Singh-Gonzalez Rural,152,126,0.171,Migración,2.2,10.34
2020,Putumayo,"Harris, Payne and Clarke Rural",52,52,0.0,Económica,1.5,27.1
2024,Cauca,"Daniel, Cochran and Pratt Rural",86,71,0.164,Trabajo infantil,1.7,1.98
2024,Putumayo,Morales LLC Rural,61,53,0.117,Económica,1.3,1.82
2022,La Guajira,Wood PLC Rural,106,86,0.184,Trabajo infantil,2.1,5.73
2022,Guaviare,Gonzalez LLC Rural,112,106,0.053,Migración,1.3,1.89
2021,Chocó,"Klein, Kelley and Brown Rural",283,249,0.117,Económica,1.0,0.69
2021,Casanare,"Harmon, Rodriguez and Clark Rural",217,205,0.053,Económica,1.5,4.32
2021,Chocó,Johnson Inc Rural,166,140,0.155,Migración,1.6,7.0
2022,La Guajira,"Ingram, Larson and Simmons Rural",290,245,0.153,Otro,2.5,10.31
2024,Casanare,Aguilar and Sons Rural,274,222,0.188,Económica,1.2,4.83
2021,Nariño,Hunter-Becker Rural,99,89,0.1,Otro,1.6,1.03
2022,Putumayo,Diaz-Brown Rural,203,161,0.204,Acceso,2.5,9.48
2021,Amazonas,"Garcia, Hoffman and Griffith Rural",245,232,0.049,Otro,1.9,1.09
2024,Chocó,Edwards PLC Rural,252,227,0.097,Migración,1.5,4.4
2020,Chocó,Lowery and Sons Rural,273,259,0.051,Migración,2.3,3.9
2024,Meta,"Scott, Grant and Lynch Rural",103,91,0.11,Económica,2.2,3.93
2024,Cauca,Evans PLC Rural,92,86,0.055,Otro,1.6,1.33
2024,Putumayo,Torres LLC Rural,177,149,0.155,Otro,1.7,0.21
2022,Putumayo,Chapman-Wallace Rural,184,161,0.124,Acceso,2.1,3.45
2023,Meta,"Fowler, Baker and Mitchell Rural",118,112,0.045,Otro,1.6,1.84
2024,Amazonas,Mckinney Inc Rural,103,88,0.142,Migración,2.3,4.75
2023,Nariño,Freeman and Sons Rural,151,123,0.179,Migración,1.5,2.27
2023,La Guajira,"Daugherty, Jordan and Smith Rural",289,251,0.129,Trabajo infantil,1.4,5.12
2020,La Guajira,Young and Sons Rural,242,234,0.032,Económica,1.4,6.05
2024,Putumayo,Barry-Patterson Rural,108,97,0.093,Otro,1.1,4.06
2024,Putumayo,Cummings LLC Rural,159,137,0.135,Acceso,1.7,0.11
2023,Putumayo,Carney-Yang Rural,255,232,0.088,Acceso,1.5,1.9
2023,Amazonas,"Jacobson, Haynes and Lara Rural",95,90,0.049,Acceso,1.4,5.63
2020,Putumayo,Wright-Deleon Rural,280,234,0.162,Económica,1.4,2.52
2024,Guaviare,"Warren, Moore and Mcdowell Rural",189,172,0.086,Económica,2.2,2.66
2021,Cauca,Snyder-Jackson Rural,80,65,0.18,Económica,1.5,13.65
2024,Nariño,"Palmer, Cruz and Smith Rural",135,125,0.074,Migración,2.0,4.39
2022,Chocó,Wells PLC Rural,240,220,0.083,Trabajo infantil,1.3,17.42
2024,La Guajira,"Johnson, Reilly and Stewart Rural",268,249,0.07,Otro,2.4,2.07
2020,Chocó,Perry-Gibbs Rural,122,110,0.092,Trabajo infantil,2.2,3.53
2023,Casanare,"Wiley, Nichols and Gonzalez Rural",260,228,0.123,Otro,2.1,30.48
2020,Meta,Wright-Ramos Rural,217,205,0.051,Otro,2.5,3.01
2021,Casanare,Sanders-Conley Rural,108,103,0.042,Migración,2.1,0.61
2021,Meta,Hamilton Inc Rural,109,107,0.016,Otro,1.9,10.74
2024,Meta,"Ramirez, Leon and Stewart Rural",234,231,0.01,Acceso,1.5,5.39
2020,Putumayo,Jones LLC Rural,266,257,0.032,Migración,1.6,2.92
2023,Nariño,David-Garrett Rural,162,150,0.074,Acceso,2.3,8.4
2020,Putumayo,Conrad-King Rural,85,75,0.109,Otro,2.3,14.11
2022,Amazonas,Johnson-Reed Rural,177,155,0.12,Trabajo infantil,1.5,0.82
2023,Casanare,"Nelson, Shaw and Armstrong Rural",225,200,0.107,Acceso,2.1,3.24
2024,Chocó,Bautista-Davis Rural,133,109,0.173,Otro,1.0,2.57
2020,La Guajira,Meza and Sons Rural,89,72,0.19,Trabajo infantil,1.9,2.06
2024,Casanare,Brennan-Carroll Rural,300,274,0.086,Acceso,1.3,0.89
2023,Cauca,"Bailey, Leon and Terry Rural",186,176,0.052,Acceso,1.3,6.63
2020,Putumayo,"Davis, Kelly and Lee Rural",195,154,0.208,Acceso,2.0,10.28
2022,Cauca,"Vargas, Hernandez and Williams Rural",93,78,0.16,Económica,2.0,4.3
2021,Amazonas,Greene-Morgan Rural,261,220,0.155,Otro,1.7,3.89
2021,Nariño,Russell-Salazar Rural,67,62,0.072,Acceso,1.4,0.41
2021,Chocó,"Wells, Torres and Duncan Rural",218,186,0.143,Otro,1.1,2.52
2020,Putumayo,Flores Inc Rural,182,162,0.107,Económica,1.3,1.76
2023,Casanare,Long-Clark Rural,90,81,0.096,Económica,1.2,2.83
2023,Meta,Russell LLC Rural,240,216,0.096,Económica,1.6,4.53
2021,La Guajira,"Owens, Davis and Hill Rural",272,238,0.125,Migración,1.5,8.81
2023,La Guajira,Shelton PLC Rural,204,168,0.174,Otro,2.4,0.42
2024,Nariño,Hebert Ltd Rural,178,139,0.214,Acceso,1.4,8.82
2020,La Guajira,Clark Ltd Rural,164,150,0.08,Económica,2.2,7.65
2024,Nariño,Petersen Ltd Rural,184,163,0.11,Trabajo infantil,2.4,0.66
2023,Meta,Walker and Sons Rural,168,152,0.095,Otro,1.1,10.4
2020,Chocó,Lee-Cox Rural,215,188,0.122,Acceso,1.5,4.35
2022,Casanare,Hall-Carlson Rural,206,206,0.0,Migración,1.6,13.74
2021,Casanare,"Thomas, Jackson and Bailey Rural",167,152,0.089,Acceso,2.4,8.3
2021,Cauca,"Clark, Shields and Weber Rural",150,119,0.202,Económica,1.4,15.03
2021,Chocó,Soto-Lynch Rural,275,256,0.066,Otro,1.4,2.9
2020,Nariño,"Thomas, Moreno and Hess Rural",282,259,0.08,Acceso,1.6,5.16
2024,Cauca,Stark Ltd Rural,144,133,0.072,Económica,2.1,4.57
2024,Putumayo,Moon-Kennedy Rural,154,139,0.093,Acceso,1.2,11.63
